dataset,weight_cl,fold,train_subjects,test_subjects,ME,Std,MAE,RMSE,MER,r
,0.0,0,47,12,-0.17911266234070547,1.5919816538045664,0.9140581897508623,1.6020258836426764,0.012279360052640876,0.9483987563473606
,0.0,1,47,12,-3.7822536380158858,8.767731818318858,6.859584785931159,9.548746714634612,0.08629183769539461,0.5848734941087728
,0.0,2,48,11,14.125718993705329,8.978337307359151,14.172932965812766,16.737576822642062,0.18288976492932194,0.7534514864783369
,0.0,3,47,12,-3.0950831424392633,14.664344087878893,10.854594956925743,14.987412291196916,0.10480316820159567,0.8433893327889936
,0.0,4,47,12,0.5117399852256419,1.3756057668858839,0.5535328585427557,1.4677087716466237,0.0064417882392198466,0.9900243463654362
PURE_my_in,0.0,mean,,,1.5162,7.0756,6.6709,8.8687,0.0785,0.824
PURE_my_in,0.0,fold_std,,,6.5149,5.0325,5.3737,6.4405,0.0652,0.1453
