dataset,weight_cl,fold,train_subjects,test_subjects,ME,Std,MAE,RMSE,MER,r
,0.01,0,47,12,-1.042834254240444,1.722472154520128,1.1204163413134651,2.013557450115202,0.014894356594847996,0.8104265153586013
,0.01,1,47,12,-8.240098882843293,12.719061119701836,12.205883777015757,15.15499077418875,0.1509431552257128,0.06442851528415981
,0.01,2,47,12,-4.060360078129154,7.540059173221212,5.5489859457959705,8.563820193099708,0.062285931684529026,0.8977691825496397
,0.01,3,47,12,-17.632500299965187,28.469332624308247,22.924307559669582,33.48742998352926,0.18886403905480267,-0.11088482263470717
,0.01,4,48,11,-43.58129036305602,9.968458396243957,43.58129036305602,44.706811925104276,0.5011797925790584,nan
PURE_my_in,0.01,mean,,,-14.9114,12.0839,17.0762,20.7853,0.1836,nan
PURE_my_in,0.01,fold_std,,,15.388,8.9595,15.1519,15.9187,0.1704,nan
