dataset,weight_cl,fold,train_subjects,test_subjects,ME,Std,MAE,RMSE,MER,r
UBFC_my_in,0.0,0,32,8,0.868481659648559,1.5369640693708757,1.1952097225624634,1.7653665182287213,0.014605939290935246,0.9985190298324935
UBFC_my_in,0.0,1,32,8,0.4913371228596848,4.346843884991991,2.733089085778497,4.374524423156453,0.03324867056840203,0.985438640396803
UBFC_my_in,0.0,2,32,8,0.19953047835621085,0.7447311703655775,0.5567207787927924,0.7709973592089283,0.005258888988702898,0.9985679184977364
UBFC_my_in,0.0,3,32,8,0.4718746292592986,2.242630686242003,1.1917415268362834,2.291736909117815,0.014661458378062719,0.9889521567998366
UBFC_my_in,0.0,4,32,8,-1.3364513398723439,3.1409877925661553,1.5343319796640777,3.4134889038777017,0.014253024173670158,0.9550521225521957
UBFC_my_in,0.0,mean,,,0.139,2.4024,1.4422,2.5232,0.0164,0.9853
UBFC_my_in,0.0,fold_std,,,0.7678,1.2529,0.7187,1.2584,0.0092,0.016
