dataset,weight_cl,fold,train_subjects,test_subjects,ME,Std,MAE,RMSE,MER,r
,0.0,0,54,18,-38.482666015625,2.079333498924445,38.482666015625,38.53880137562517,0.4757693828730397,-0.1993189238712687
,0.0,1,54,18,19.09942626953125,12.35704230302431,19.09942626953125,22.748287370788876,0.24269318402956713,0.2070551104717838
,0.0,2,60,12,2.6259391538558474,15.255384438018629,13.372901178175402,15.479738718450454,0.15243815124666651,-0.2897452809497856
,0.0,3,60,12,10.027313232421875,11.471572915544227,11.537933349609375,15.236272372786944,0.13548178099423044,0.2076705564846317
,0.0,4,60,12,1.54266357421875,8.634610868006382,6.93511962890625,8.771334889577258,0.08003773257869172,0.6642060771037686
BUAA_my_in,0.0,mean,,,-1.0375,9.9596,17.8856,20.1549,0.2173,0.118
BUAA_my_in,0.0,fold_std,,,19.7491,4.4706,11.0117,10.2013,0.1394,0.341
