dataset,weight_cl,fold,train_subjects,test_subjects,ME,Std,MAE,RMSE,MER,r
PURE_my_in,0.0,0,47,12,-0.10660122998379862,1.402253269606111,0.8888265982531216,1.4062994184579212,0.012111551448481686,0.9356939192730251
PURE_my_in,0.0,1,47,12,-3.8410435605788322,6.785056504736122,4.902092156453842,7.796833165248956,0.05915049141755859,0.7658138780267494
PURE_my_in,0.0,2,48,11,14.068104922194504,10.450030060303648,14.068104922194504,17.52468842413819,0.1841288132905462,0.6604926643274323
PURE_my_in,0.0,3,47,12,-3.26912214603126,8.906525289540866,6.846905334464178,9.487536684456249,0.0634377501157167,0.967961370407428
PURE_my_in,0.0,4,47,12,-0.3979468014398459,0.5290078788573713,0.43912876400852713,0.6619750695225458,0.00478687737086776,0.999036565566852
PURE_my_in,0.0,mean,,,1.2907,5.6146,5.429,7.3755,0.0647,0.8658
PURE_my_in,0.0,fold_std,,,6.5604,3.9798,4.9484,6.1375,0.0643,0.1306
